uid,latitude,longitude,date,split
rxvj,35.66887453,-79.23253159,06/04/2016,train
rxwn,35.66509525,-79.2395512,21/02/2018,train
rxxb,35.87076636,-78.84388418,13/06/2018,train
rxxc,43.4595,-122.1575,25/07/2017,test
rxxl,34.9864,-120.453,24/06/2013,test
rxxp,34.7824,-120.529,21/04/2021,test
ryaj,35.88989727,-78.99699829,11/03/2020,train
ryao,37.8267,-121.918,06/03/2013,train
rybd,39.845,-95.376,15/09/2014,test
rycm,38.5901,-121.731,20/01/2015,train
ryea,36.1,-78.89558505,27/08/2018,train
ryed,47.62155,-89.463167,19/08/2013,test
ryeu,36.5,-79.06722465,19/09/2019,test
ryfh,34.22828,-96.41862,29/08/2017,test
ryfo,33.1936,-104.3567,21/08/2013,train
ryfz,39.878126,-86.017742,11/06/2018,test
rygj,41.965,-82.041667,05/04/2017,test
rygl,36.04,-76.61,28/07/2020,test
rygn,35.67286674,-79.2251165,05/08/2021,train
ryhd,37.3583,-121.067,08/08/2017,train
ryio,35.65894726,-79.25097043,17/06/2021,train
ryjn,41.992305,-78.929219,29/09/2014,train
ryjq,37.4125,-120.759,11/04/2017,train
ryjt,36.6519,-120.632,10/04/2017,train
rykd,37.8418,-121.53,28/01/2014,train
rykg,34.98,-77.8,11/09/2018,test
rymc,35.7181117,-79.14107889,01/05/2018,train
rymp,35.976,-78.75017636,21/10/2015,train
rymq,38.05021,-87.97929,07/08/2017,test
rynl,35.90402805,-79.11009394,10/04/2019,train
rynn,43.793209,-110.018147,24/08/2021,train
ryoc,35.87312667,-78.86277488,04/09/2019,train
ryor,35.89769249,-79.05938732,09/05/2016,train
ryoz,40.72010333,-85.1058325,23/08/2021,train
ryps,37.5368,-121.049,07/01/2019,train
ryqe,35.036,-79.11824043,26/05/2021,test
ryrk,35.85874744,-78.74769074,02/07/2019,train
ryrl,35.72314188,-79.13173588,05/07/2018,train
rysg,35.89865525,-79.06709273,10/08/2016,train
rysq,35.71997473,-79.13761851,24/06/2013,train
rysz,35.79,-79.0220915,18/04/2017,train
rytb,37.8267,-121.918,09/07/2013,train
rytg,35.98,-78.79118907,27/06/2018,train
rytj,37.5582,-121.164,12/11/2014,train
rytr,33.4779,-117.142,23/03/2018,test
ryug,38.1602,-121.206,22/08/2017,train
ryuk,35.78938,-78.55026,16/06/2017,test
ryxf,36.12,-78.91522144,27/08/2018,train
ryyp,34.73,-77.44,05/12/2018,test
ryyv,36.13,-79.11122081,23/06/2020,train
ryzn,35.7264421,-79.12560608,20/05/2019,train
rzaf,35.069,-78.88439977,26/08/2013,test
rzaz,41.512172,-73.476168,14/08/2018,train
rzbb,35.976,-78.70866653,27/02/2013,train
rzcf,47.47108,-123.1715,31/08/2017,train
rzcs,35.6401839,-79.28582132,16/08/2017,train
rzcx,37.6003,-121.224,12/01/2021,train
rzew,35.88113929,-78.92690384,09/05/2016,train
rzgv,35.62778146,-79.30885752,07/07/2015,train
rzhm,35.63174705,-79.30149187,11/02/2015,train
rzie,35.69272129,-79.18823882,20/09/2017,train
rziu,38.51613412,-95.70697032,26/08/2019,test
rzjf,41.90588,-76.16548,11/04/2017,test
rzkh,35.61133,-78.97587053,08/06/2016,train
rzln,36.16894,-79.07033898,05/06/2013,train
rzmv,35.52878,-98.02612,15/08/2017,train
rzol,39.1635,-122.916,19/03/2014,test
rzox,36.7723,-121.788,30/09/2021,test
rzsb,33.31917,-104.330003,05/11/2013,train
rzsn,37.66,-120.875,14/10/2014,train
rzvp,35.60595,-78.99202705,24/08/2016,train
rzvr,44.761667,-82.783333,17/04/2019,train
rzwn,36.8754,-121.561,22/04/2015,test
rzxv,39.400181,-99.45699,23/08/2021,train
saad,36.32,-76.74,03/05/2019,test
sabf,34.94,-79.10296535,25/05/2021,test
sabo,35.66802286,-79.23411347,19/07/2016,train
sace,35.65897387,-79.250921,17/06/2021,train
sadv,39.1766,-122.189,11/02/2014,train
saea,35.65130884,-79.26515796,07/12/2015,train
saeq,35.976,-78.76185877,12/07/2016,train
safj,35.68769112,-79.19758183,17/03/2021,train
sagk,41.309434,-80.461686,05/08/2016,test
sagm,35.66421696,-79.24118252,11/07/2018,train
sago,39.07775,-96.9059,01/08/2016,train
sagu,38.0601,-121.499,20/04/2021,train
sahf,35.88576673,-78.96393956,09/05/2018,train
sahp,36.7254,-121.73,27/04/2016,test
saie,35.66328545,-79.24291271,19/03/2019,train
salc,34.93,-77.1,09/07/2019,test
salj,35.74,-79.07819897,20/06/2017,train
sals,35.175,-84.242,13/08/2014,test
samb,42.038186,-78.908886,15/06/2017,train
samc,36.028,-78.716,16/11/2015,train
samo,38.2104,-121.262,18/07/2017,train
samp,35.79,-79.03702054,12/07/2021,train
sanc,35.98,-78.770807,28/03/2017,train
sand,40.4189,-122.214,20/06/2018,train
sank,34.941,-79.10069139,16/05/2016,test
sanr,35.65061686,-79.26644324,09/05/2016,train
sant,36.04,-79.08858009,13/07/2018,train
saog,38.8121,-121.774,18/03/2015,train
sapd,39.66513,-99.17398,19/06/2017,train
sapm,35.88228839,-78.93610063,20/09/2016,train
sapy,35.64569314,-79.27558851,19/03/2019,train
saqd,35.67302642,-79.2248199,12/07/2021,train
sare,37.4271,-120.674,08/04/2014,train
sarf,35.88834444,-78.9845702,22/08/2019,train
sarh,37.66,-120.875,11/08/2015,train
sasj,39.74693889,-87.07598056,15/06/2020,train
sast,39.001381,-80.47658,28/07/2016,train
satf,38.140694,-97.768806,29/07/2013,train
saui,35.66222086,-79.24489006,22/08/2019,train
sauz,35.458,-78.867249,23/06/2014,train
savd,39.66513,-99.17398,18/06/2018,train
saxa,35.66110305,-79.24696628,11/03/2020,train
saxx,34.942,-120.557,09/01/2018,test
sbaj,35.98,-78.81430532,20/11/2019,train
sbbi,35.65136207,-79.26505909,07/12/2015,train
sbbv,35.62762177,-79.30915412,23/07/2015,train
sbcv,37.7705,-121.292,19/11/2019,train
sbdf,35.70491082,-79.1655981,28/06/2017,train
sbdv,34.16,-79.1214042,28/08/2019,test
sbeo,34.21,-78.92193261,25/06/2018,test
sbff,44.8402,-71.13459,07/08/2017,test
sbib,33.2881,-117.223,26/02/2013,test
sbio,35.90533243,-79.12053353,04/09/2019,train
sbjh,38.69738,-85.70424,11/08/2017,train
sbjm,35.67126986,-79.22808254,22/04/2015,train
sbjs,37.4419,-121.003,10/01/2018,train
sbkc,44.453333,-82.341667,21/04/2014,train
sbld,39.08031907,-86.43086667,10/08/2020,train
sblw,41.512172,-73.476168,30/08/2016,train
sbma,40.77949407,-85.63747222,16/08/2021,train
sbmb,38.2399,-121.565,16/09/2014,train
sbmi,35.976,-78.72805436,05/06/2014,train
sbms,35.69282775,-79.18804108,16/08/2017,train
sbnc,38.9725,-94.67293,31/10/2016,test
sbpo,40.06615,-75.72123,12/08/2020,train
sbql,33.4734,-117.143,25/05/2017,test
sbqm,37.8817,-121.249,15/09/2021,train
sbro,35.91464943,-79.19510209,08/10/2014,train
sbtm,38.37611,-97.07583,19/06/2017,train
sbtw,34.2127,-78.9187013,12/08/2013,test
sbve,39.21067,-96.97298,08/08/2016,train
sbvf,37.2616,-120.906,14/02/2019,train
sbvg,35.036,-79.11804269,26/05/2021,test
sbvr,35.88430707,-78.95225715,20/07/2017,train
sbws,35.87961751,-78.91472431,23/07/2015,train
sbxm,35.65056363,-79.26654211,24/05/2016,train
sbyr,46.993333,-85.1645,16/04/2016,test
sbza,35.99002,-76.6092,20/07/2016,test
scah,43.2967,-79.008,14/08/2018,train
scal,34.9454,-120.417,17/12/2021,test
scbd,35.976,-78.70841797,27/02/2013,train
scbk,35.66557431,-79.23866139,21/08/2017,train
scbt,35.0164,-120.586,26/08/2015,test
scdc,35.882226,-106.728059,09/07/2013,train
scdk,35.71387996,-79.14893887,27/07/2016,train
scdr,35.62647734,-79.31127978,27/01/2016,train
scex,35.90809647,-79.14265554,19/11/2020,train
scfv,35.70523019,-79.16500489,15/09/2016,train
schw,37.9893,-121.463,18/11/2014,train
sciq,34.72791,-76.72921,30/10/2014,test
sciu,35.66568,-79.04784656,26/06/2015,train
sckj,35.88359277,-78.94654023,18/04/2017,train
sclb,46.812905,-92.01857,18/04/2016,test
sclm,36.1,-78.89235375,21/05/2018,train
scmh,35.04,-79.11937741,27/10/2021,test
scny,39.7533,-121.971,19/12/2018,test
scpi,37.8817,-121.249,15/05/2018,train
scpp,36.9003,-121.596,03/12/2014,test
scps,39.89589,-98.04562,13/07/2015,test
scqu,35.79,-79.02367339,21/08/2017,train
scrn,41.685,-82.933333,11/08/2015,test
scsq,35.742,-79.22418383,03/03/2016,train
sctg,41.005131,-81.021802,06/10/2020,test
scvh,40.968788,-81.119867,17/11/2017,test
scwm,39.4981,-84.98684167,17/05/2016,test
scxo,41.85181,-78.96183,19/08/2019,train
sczd,34.4384,-119.906,17/12/2013,test
sczp,34.0181,-117.369,04/06/2014,test
sdad,34.9638,-120.642,26/04/2017,test
sdbj,44.65145,-115.4972,24/07/2017,test
sdcr,35.33794,-79.04552317,19/08/2015,train
sdcu,35.433,-80.1,03/08/2016,test
sddh,39.21155,-97.00559,19/09/2016,train
sdfd,35.573,-78.93659776,22/07/2013,train
sdfp,41.37746,-75.30423,21/09/2020,train
sdfz,37.5582,-121.164,12/09/2017,train
sdhb,36.9818,-120.221,15/07/2020,test
sdim,38.1033,-86.99485444,29/08/2016,train
sdit,44.868638,-93.524033,03/06/2013,train
sdjl,35.89120165,-79.00743789,22/10/2020,train
sdjw,39.001381,-80.47658,24/09/2020,train
sdkj,39.21067,-96.97298,20/07/2015,train
sdkx,36.4184,-119.724,13/08/2018,test
sdln,36.6096,-121.561,26/08/2014,test
sdlu,38.78910001,-75.16548333,11/09/2018,train
sdmb,35.98,-78.81107402,10/09/2019,train
sdmk,38.785,-121.653,20/05/2014,train
sdmu,35.71773909,-79.14177096,16/07/2018,train
sdnn,35.976,-78.71612339,17/07/2013,train
sdot,37.1145,-120.89,10/02/2015,train
sdrg,37.4806,-121.031,08/07/2014,train
sdsh,35.88554934,-78.96219963,11/04/2018,train
sdtu,35.487,-79.06178692,13/07/2016,train
sduh,37.4363,-120.036,10/03/2020,test
sdxf,36.7025,-121.709,25/04/2017,test
sdya,42.038186,-78.908886,04/10/2017,train
sdyj,36.39,-78.85556659,29/06/2019,test
sean,35.69003321,-79.19323164,02/07/2019,train
seba,34.6766,-120.553,18/04/2018,test
secn,40.40321,-76.07508,04/08/2021,train
sedr,41.5726,-75.70775,21/09/2021,train
sedu,46.83106,-122.4472,20/07/2017,train
seea,35.89533218,-79.04049661,10/06/2015,train
seee,35.63656431,-79.29254433,06/04/2016,train
seeq,35.90421439,-79.11158531,16/05/2019,train
seet,38.1156,-121.494,16/06/2020,train
sefh,44,-82.35,07/08/2013,train
sefj,35.48,-79.05862315,07/07/2021,train
sefk,39.3992,-99.42481,27/08/2018,train
sefy,35.64037021,-79.28547529,08/11/2021,train
sehj,35.64585283,-79.27529191,15/01/2019,train
seif,38.0739,-121.212,21/08/2018,train
seim,35.65109592,-79.26555343,17/02/2016,train
sein,35.68471027,-79.20311842,10/06/2015,train
seiu,37.18722,-98.05472,25/06/2018,test
seiy,35.33794,-79.04537487,12/05/2015,train
seke,44.877646,-93.557842,06/02/2013,train
seki,36.9634,-121.491,17/01/2019,test
selc,35.742,-79.23164069,21/06/2016,train
semy,35.95,-76.61,18/08/2020,test
semz,41.84052,-72.10979,13/06/2017,test
seqw,48.344033,-87.8225,17/04/2017,test
setn,35.0164,-120.586,20/04/2020,test
seto,41.33056393,-85.38360833,19/06/2018,train
setx,35.61133,-78.98133889,24/08/2016,train
sevq,37.8819,-121.652,20/05/2014,train
sexk,39.08031907,-86.43086667,12/06/2017,train
seyi,39.11775544,-94.63771926,05/08/2019,test
seyp,40.649436,-80.392219,16/08/2017,test
seyw,36.35,-79.11314874,01/07/2019,test
sfav,36.329,-79.11453288,28/01/2020,test
sfaw,40.37986,-76.03203,01/11/2021,train
sfbz,35.794,-79.01877943,07/06/2016,train
sfco,35.79,-79.03064357,14/11/2019,train
sfct,47.258933,-86.347717,12/05/2018,test
sfdi,35.976,-78.72358024,24/02/2014,train
sfdl,36.01,-78.96443668,20/09/2018,train
sfeh,35.71760602,-79.14201813,28/08/2018,train
sfei,35.90247522,-79.09766584,13/06/2018,train
sfek,35.91023938,-79.15980631,13/03/2013,train
sffb,38.780916,-95.549753,12/09/2016,test
sffd,35.64170094,-79.28300359,17/03/2021,train
sfjy,35.742,-79.2276637,09/05/2016,train
sfko,35.60595,-78.98854719,25/05/2016,train
sfmd,35.28,-79.0448311,09/06/2021,train
sfpz,35.95,-76.68,30/09/2021,test
sfrb,41.44775,-75.181,20/08/2019,train
sfrw,35.9821,-119.047,15/05/2017,test
sfry,36.21,-76.73,07/08/2018,test
sfsn,35.64068958,-79.28488208,05/08/2021,train
sftu,33.1306,-117.2,02/03/2015,test
sfuy,37.6756,-121.264,10/11/2015,train
sfuz,35.794,-79.01482472,23/07/2015,train
sfva,35.715397,-79.14612114,22/06/2016,train
sfvl,41.377266,-72.313622,19/06/2019,test
sfwu,41.286751,-80.428082,29/07/2020,test
sfxp,37.0062,-120.6,12/06/2018,test
sfzo,38.1602,-121.206,21/03/2017,train
sfzp,35.87148067,-78.84960111,07/11/2018,train
sfzq,35.68894201,-79.19525843,13/05/2020,train
sfzr,36.7025,-121.709,21/01/2016,test
sfzv,35.67475638,-79.2216067,15/07/2020,train
sgbl,41.40107,-85.70056,13/07/2017,train
sgbm,35.976,-78.76210733,12/07/2016,train
sgbo,38.46625528,-85.86134389,13/07/2021,train
sgch,37.3204,-120.983,17/01/2020,train
sgci,37.2639,-120.906,15/02/2017,train
sgcl,41.977778,-81.756944,11/08/2016,test
sgdg,48.2295,-88.5455,25/08/2017,test
sgeh,38.51613412,-95.70697032,07/08/2017,test
sgek,38.9353,-121.408,22/08/2019,train
sgem,36.8754,-121.561,14/12/2015,test
sgez,38.36472,-97.10194,05/07/2017,train
sghz,35.79,-79.02876508,10/04/2019,train
sgic,37.2764,-120.954,19/03/2021,train
sgil,36.31,-79.1163125,27/08/2020,test
sgis,35.86912036,-78.8307104,17/05/2017,train
sgjh,46.01992,-90.15108,13/09/2017,test
sgjy,35.90632624,-79.12848751,03/02/2020,train
sglv,35.66062398,-79.24785609,10/06/2020,train
sglz,35.95,-76.61,26/08/2021,test
sgmf,42.77224,-118.447,14/09/2017,train
sgns,38.780916,-95.549753,30/10/2017,test
sgnv,37.8817,-121.249,19/04/2016,train
sgoo,33.4734,-117.143,29/05/2013,test
sgop,35.72,-78.71985181,28/06/2017,train
sgov,34.9329,-77.10483,14/06/2017,test
sgpn,38.48626,-82.87262,25/07/2017,train
sgpv,39.89305,-98.0676,10/08/2015,test
sgqk,35.74,-79.07829784,20/06/2017,train
sgrs,36.172,-79.05056543,02/05/2013,train
sgtc,37.3204,-120.983,08/01/2013,train
sgui,38.780916,-95.549753,10/10/2016,test
sgvc,36.8905,-121.801,22/04/2015,test
sgvf,41.5726,-75.70775,12/08/2021,train
sgvz,35.125,-78.7205975,13/08/2014,test
sgwh,36.8698,-121.815,29/04/2020,test
sgye,35.87424471,-78.87172311,10/06/2020,train
sgyr,44.847993,-93.476318,05/09/2013,train
sgyt,35.98,-78.83692445,28/06/2021,train
sgzh,37.5477,-121.085,14/07/2015,train
sgzu,37.515,-121.012,08/07/2014,train
shas,38.307,-121.794,19/04/2016,train
shau,35.8648656,-78.79665743,07/07/2015,train
shbd,36.84907,-107.60725,18/10/2017,train
shbi,41.74806,-75.25042,21/08/2019,train
shbr,35.68971383,-79.19382485,04/09/2019,train
shck,34.9638,-120.642,28/03/2013,test
shcy,34.9354,-120.356,01/12/2018,test
shdh,35.87219497,-78.85531803,16/05/2019,train
shef,37.1951,-120.561,09/07/2013,train
shep,48.0825,-89.252383,16/04/2013,test
shfd,32.86474,-108.57381,01/10/2019,test
shfn,35.6854821,-79.20168484,11/02/2015,train
shfz,35.86141831,-78.76906706,06/11/2013,train
shhb,38.2399,-121.565,15/09/2015,train
shhd,37.9674,-121.464,18/02/2020,train
shjz,37.4419,-121.003,10/02/2014,train
shkg,41.0491,-121.762,23/06/2021,train
shme,43.133333,-87,04/04/2019,train
shmg,35.69610136,-79.18196071,09/09/2015,train
shmi,36.329,-79.11448345,28/01/2020,test
shmv,35.67709847,-79.21725651,16/05/2019,train
shnu,35.69407864,-79.18571769,18/10/2016,train
shpc,42.027378,-78.967089,17/08/2020,train
shpx,35.742,-79.21299855,06/08/2015,train
shqm,36.7723,-121.788,27/08/2014,test
shrt,37.4788,-121.068,10/06/2014,train
shsc,39.22602,-95.44557,05/09/2017,test
shue,38.38889,-97.09306,19/06/2017,train
shuj,35.69897574,-79.17662185,10/06/2014,train
shvb,35.62871298,-79.30712733,22/04/2015,train
shvh,41.424144,-73.206937,17/09/2018,train
shwj,39.06453,-108.0687,24/07/2017,train
shwp,35.73386,-79.07894048,14/10/2015,train
shxi,36.8739,-121.745,13/12/2017,test
shxm,41.299298,-80.758329,18/09/2020,test
shxx,38.691,-100.924,30/10/2017,train
shyp,36.9425,-121.445,27/08/2014,test
shyv,39.6375,-95.457,25/07/2016,test
siad,39.89589,-98.04562,29/06/2015,test
siaj,33.53819,-99.89924,02/10/2017,test
siao,41.33308,-75.88667,17/10/2018,train
siaz,36.33,-79.07350275,06/08/2018,test
sibe,35.89840679,-79.06510424,19/07/2016,train
sibs,36.03,-78.70344673,21/09/2021,train
sicj,35.65873434,-79.2513659,05/08/2021,train
sidy,37.2764,-120.954,12/04/2016,train
siea,35.88,-79.12397476,19/06/2019,train
siew,47.85615,-88.041917,25/08/2016,test
sigj,35.98,-78.83891295,22/07/2021,train
siif,36.045,-79.0919416,25/07/2013,train
sija,32.901948,-107.294449,05/08/2020,test
sijf,35.87545592,-78.88141702,17/03/2021,train
sijl,35.85818842,-78.74321663,10/04/2013,train
siju,35.976,-78.75390479,26/01/2016,train
sijz,36.03,-78.68405891,24/06/2020,train
sikg,34.9354,-120.356,17/01/2019,test
simg,36.03,-78.67411643,10/12/2019,train
simu,37.6031,-121.132,22/04/2015,train
sini,37.3204,-120.983,14/04/2020,train
siob,37.3978,-120.96,08/04/2014,train
sioj,38.990048,-80.475553,24/07/2018,train
sipf,35.86890296,-78.82897047,18/04/2017,train
sirp,37.9495,-121.182,29/04/2020,train
sity,37.6413,-121.229,08/04/2015,train
sivb,36.7025,-121.709,20/09/2018,test
sivw,37.2764,-120.954,14/07/2020,train
siwc,35.67193522,-79.22684669,30/12/2014,train
siyl,37.8717,-121.526,28/02/2017,train
sizh,39.16522,-96.91105,24/06/2013,train
sjbd,35.63166721,-79.30164017,22/04/2015,train
sjcr,37.9792,-121.57,09/02/2015,train
sjcy,37.8817,-121.249,17/05/2016,train
sjdw,35.68836,-78.68977583,11/05/2016,train
sjei,35.88741274,-78.97711334,27/03/2019,train
sjfr,35.64593268,-79.2751436,15/01/2019,train
sjfx,38.78199034,-85.69828611,28/05/2019,train
sjgd,35.47745,-76.81692,27/01/2014,test
sjik,40.79748,-77.19545,21/08/2019,test
sjjs,41.992305,-78.929219,11/08/2014,train
sjju,35.91458732,-79.19460497,22/09/2014,train
sjjz,37.1366,-120.762,12/01/2021,train
sjlh,35.3575,-120.812,10/01/2018,test
sjme,39.150576,-96.930349,10/07/2017,train
sjmg,35.794,-79.01437982,22/06/2015,train
sjok,41.895,-76.23833,17/04/2017,test
sjpc,41.046103,-81.002774,15/08/2019,test
sjqs,39.76371,-78.66337,14/09/2020,test
sjrj,37.3772,-121.058,13/01/2015,train
sjry,35.88098401,-78.92566103,06/04/2016,train
sjsc,35.90502186,-79.11804791,22/08/2019,train
sjsn,35.68271417,-79.20682596,09/05/2016,train
sjtr,35.65924002,-79.25042666,28/04/2021,train
sjug,35.98,-78.81505101,10/12/2019,train
sjws,39.03917524,-95.69083603,13/05/2019,test
sjxs,35.78,-79.1101827,24/07/2017,train
sjyl,44.83649,-93.45132,20/08/2013,train
sjyq,40.997554,-81.076051,12/09/2017,test
sjyt,35.24,-77.89,17/06/2020,test
sjzh,35.7027018,-79.16970111,15/07/2014,train
skav,34.94,-79.10365743,24/08/2021,test
skbg,35.7135872,-79.14948265,31/08/2016,train
skbo,39.1853,-121.704,21/04/2015,train
skcc,35.88564251,-78.96294531,11/04/2018,train
skdp,35.0228,-120.586,04/12/2019,test
skem,44.761667,-82.783333,30/03/2013,train
skes,35.742,-79.22691801,09/05/2016,train
skfa,35.86182205,-78.77229837,19/03/2014,train
skgv,48.0825,-89.252383,28/08/2018,test
skhb,35.74,-79.02,17/10/2019,train
skhr,34.965,-79.08299406,15/06/2016,test
skif,36.14,-79.069202,23/06/2021,train
skjo,38.8121,-121.774,07/03/2016,train
skkl,44.73604,-74.06547,30/08/2017,test
skkr,37.3294,-122.086,12/05/2016,train
sklw,35.63036309,-79.30406243,09/09/2015,train
skma,43.11824,-85.35632,08/08/2017,train
skmi,42.086392,-78.874325,24/08/2018,train
skmk,37.8189,-121.358,18/06/2019,train
skmx,39.84528,-76.35111,09/08/2017,train
skny,41.693325,-80.07708,23/06/2015,test
skoi,36.6039,-119.467,17/12/2018,test
skox,36.172,-79.05150467,01/08/2013,train
skqj,36.5,-79.06727408,19/09/2019,test
skqk,35.98,-78.78621783,06/02/2018,train
skrt,38.37080661,-98.79520846,30/06/2014,train
sktr,35.976,-78.74247094,14/05/2015,train
sktz,41.37759,-112.0893,07/06/2017,train
skuf,40.77949407,-85.63747222,16/07/2018,train
skum,39.4981,-84.98684167,11/06/2019,test
skvt,35.90570511,-79.12351628,14/11/2019,train
skxc,36.11,-78.90428471,05/07/2018,train
skxm,41.840833,-82.916667,11/08/2018,test
skxt,38.2361,-121.419,17/02/2016,train
skya,39.1853,-121.704,26/12/2017,train
skyc,35.90732006,-79.13644149,15/07/2020,train
skyn,38.1602,-121.206,20/08/2019,train
skyv,33.4742,-117.138,19/02/2017,test
skyx,35.837,-79.001,24/08/2015,train
skzn,35.66581384,-79.23821649,16/08/2017,train
skzw,39.767323,-96.028617,28/09/2015,test
slad,35.76,-79.08052237,13/05/2020,train
slax,39.309992,-80.034025,22/08/2019,test
slbn,36.3559,-119.279,14/08/2019,test
slcf,35.036,-79.11833929,28/06/2021,test
slcw,35.89986646,-79.07678665,21/03/2017,train
slem,43.633333,-82.216667,30/03/2013,train
sleu,39.92999,-76.43206,20/06/2017,train
slev,34.941,-79.10212498,16/08/2016,test
slfa,39.09447,-96.90462,13/07/2015,train
slgq,35.71821816,-79.14088115,01/09/2019,train
slhd,35.98,-78.79765168,30/11/2018,train
slhm,40.72010333,-85.1058325,22/06/2020,train
slhq,39.845,-95.376,26/10/2015,test
slht,35.51,-79.09708272,19/07/2018,train
slhu,35.27816,-79.04379298,15/06/2015,train
slkh,35.64835461,-79.27064512,21/06/2017,train
slln,46.03363,-92.17979,30/08/2017,test
slly,35.036,-79.1184876,28/06/2021,test
slmu,37.2639,-120.906,26/08/2019,train
slmy,37.3204,-120.983,08/04/2014,train
slnp,41.10398,-76.66448,27/07/2021,test
slnw,41.03008,-77.65158,04/10/2018,test
slod,37.4806,-121.031,11/06/2019,train
slpl,36.6568,-121.614,28/12/2021,test
slpq,35.99002,-76.6092,16/07/2015,test
slpr,35.85831264,-78.74421088,09/07/2018,train
slpt,48.0735,-86.59,14/05/2015,test
slqd,35.70658754,-79.16248376,11/05/2016,train
slra,35.55,-78.02,31/07/2020,test
slrf,35.90409016,-79.11059106,10/04/2019,train
slrn,35.99,-76.61,28/07/2020,test
slrq,38.2361,-121.419,10/11/2015,train
slrs,40.962214,-81.113885,31/05/2017,test
sluq,37.2639,-120.906,21/05/2018,train
slvt,35.63906609,-79.28789755,30/12/2014,train
slww,38.51301083,-95.70121672,23/07/2018,test
slxb,41.9553,-73.4448,14/04/2021,train
slxn,35.7094087,-79.15724377,31/08/2016,train
slxq,35.71619544,-79.14463813,09/07/2013,train
slxv,39.80482,-99.93915,07/06/2021,train
slzc,39.09447,-96.90462,14/08/2017,train
slzu,34.73,-77.44,29/07/2019,test
smbp,40.22621,-77.27601,12/12/2017,train
smbz,37.4106,-122.069,17/07/2018,train
smdb,38.28046862,-94.7337782,27/08/2018,test
smep,35.65021764,-79.26718475,07/06/2016,train
smex,41.003574,-81.060687,12/09/2017,test
smfz,34.6439,-120.43,18/09/2013,test
smgc,35.69551583,-79.18304826,03/03/2016,train
smgz,38.0601,-121.499,10/04/2018,train
smhu,40.80342,-77.18074,08/07/2021,test
smhv,35.62476,-78.71338921,10/08/2016,train
smhz,37.6667,-120.898,12/05/2020,train
smik,36.03,-79.09100235,15/08/2018,train
smir,37.1145,-120.89,14/05/2019,train
smjg,39.4159,-99.43133,21/08/2017,train
smji,35.79,-79.02812244,15/01/2019,train
smke,40.79748,-77.19545,10/08/2017,test
smkv,34.4384,-119.906,23/09/2019,test
smld,36.055,-78.763,24/04/2013,train
smln,39.22602,-95.44557,06/07/2021,test
smlt,37.1145,-120.89,12/07/2016,train
smmb,41.424144,-73.206937,31/08/2017,train
smmi,34.21,-78.92367254,07/08/2018,test
smmu,35.69852329,-79.17746223,16/07/2014,train
smoc,36.028,-78.716,14/06/2016,train
smom,35.88381016,-78.94828016,17/05/2017,train
smpr,37.2639,-120.906,14/12/2016,train
smrd,34.9454,-120.417,29/01/2021,test
smry,37.6003,-121.224,15/09/2015,train
smsh,37.4788,-121.068,08/07/2014,train
smtp,34.9638,-120.642,21/01/2016,test
smtu,35.67816306,-79.21527916,18/10/2018,train
smue,37.2764,-120.954,09/07/2013,train
smug,35.742,-79.23909754,21/11/2016,train
smuq,36.01,-78.96095682,30/07/2018,train
smvc,41.992305,-78.929219,27/07/2015,train
smvq,36.172,-79.0515541,01/08/2013,train
smwk,41.427688,-73.236089,23/09/2019,train
smwo,35.71515747,-79.14656605,22/07/2016,train
smww,35.67526206,-79.22066745,11/03/2020,train
smxp,38.26798,-95.246911,12/10/2015,train
smyo,37.4583,-120.967,13/06/2017,train
smyr,34.9552,-120.487,24/09/2018,test
smys,35.66520171,-79.23935346,06/12/2017,train
snbr,37.2616,-120.906,17/01/2019,train
snde,40.20872,-76.31598,09/03/2020,train
sndj,35.69501015,-79.1839875,24/05/2016,train
sndr,37.4363,-120.036,10/08/2021,test
snej,35.88849972,-78.985813,22/08/2019,train
sngh,43.056389,-86.646389,27/03/2016,train
snhf,38.1526,-121.501,09/06/2021,train
snhv,38.2833,-121.686,30/07/2019,train
snhz,39.12498,-95.41258,24/07/2018,test
snid,38.8121,-121.774,16/11/2016,train
snif,40.23162,-77.28141,12/12/2017,train
snjv,35.8622879,-78.77602679,10/06/2014,train
snkw,35.72431292,-79.12956079,21/05/2018,train
snle,37.9718,-121.374,07/03/2016,train
snmh,35.63124137,-79.30243111,22/06/2015,train
snmu,39.40763,-99.44667,10/07/2017,train
snnu,36.7025,-121.709,30/11/2018,test
snny,35.47745,-76.81692,18/10/2016,test
snox,36.7368,-121.734,18/03/2020,test
snoz,37.2141,-120.561,07/11/2017,train
snqk,43.8867,-76.7339,11/04/2018,test
snrc,35.88154303,-78.93013515,07/06/2016,train
snsb,35.65977231,-79.24943798,19/11/2020,train
snsp,44.847993,-93.476318,15/03/2013,train
snsr,39.21155,-97.00559,20/07/2015,train
sntf,39.845,-95.376,29/06/2015,test
snul,37.3609,-120.549,13/05/2020,train
snvb,38.0609,-121.209,21/06/2016,train
snvh,35.04,-79.11957514,18/11/2021,test
snvx,35.67669925,-79.21799802,02/07/2019,train
snwp,36.482,-79.042656,14/07/2014,test
snxx,35.44,-78.86426625,19/06/2019,train
snze,41.806875,-77.197492,11/07/2018,test
snzj,36.7723,-121.788,29/12/2020,test
snzo,37.2583,-120.475,13/09/2016,train
snzz,41.95,-82.686667,07/04/2018,test
